Date,Symbol,Futures Contracts,Futures Quantity,Futures Value (Rs. In Crs.),Options Contracts,Options Quantity,Options Value (Rs. In Crs.),Total Overall Value (Rs. In Crs.),Equity Traded Value (Rs. In Crs.),Speculation Ratio,Equity Traded Quantity (in Lakhs),Equity Number of Trades,Equity Total Market Cap (Rs. Crs.),options/futures,open,high,low ,close
2021-07-27,NIFTY,208025,10401250,16416.66,23069483,1153474150,1826580.65,1842997.31,70711.31,26.063685,30441.26,23575397,23229005.63,111.2638411,15860.5,15881.55,15701,15746.45
2021-07-28,NIFTY,306803,15340150,24016.05,36934464,1846723200,2902227.52,2926243.57,67625.51,43.27129762,31156.78,23752327,23196192.4,120.8453314,15761.55,15767.5,15513.45,15709.4
2021-07-29,NIFTY,266996,13349800,21085.29,40803846,2040192300,3218809.01,3239894.3,74356.38,43.57251254,30919.23,24019760,23335147.35,152.6566156,15762.7,15817.35,15737.8,15778.45
2021-07-30,NIFTY,153293,7664650,12117.69,15158798,757939900,1199634.62,1211752.31,76758.25,15.78660678,31112.89,24017450,23355719.16,98.99862267,15800.6,15862.8,15744.85,15763.05
2021-08-02,NIFTY,111561,5578050,8863.57,14202552,710127600,1126895.59,1135759.16,66848.9,16.98994538,29942.47,23059355,23581999.1,127.1378903,15874.9,15892.9,15834.65,15885.15
2021-08-03,NIFTY,186159,9307950,14930.66,27120539,1356026950,2167288.96,2182219.62,69030.64,31.6123336,33004,22972359,23811321.68,145.1569428,15951.55,16146.9,15914.35,16130.75
2021-08-04,NIFTY,157482,7874100,12800.74,29839813,1491990650,2414763.63,2427564.37,76693.65,31.6527427,40675.03,23345781,23761133.74,188.6425027,16195.25,16290.2,16176.15,16258.8
2021-08-05,NIFTY,138942,6947100,11317.84,42787145,2139357250,3476713.27,3488031.11,67892.5,51.37579423,46637.4,21880953,23749363.71,307.1887631,16288.95,16349.45,16210.3,16294.6
2021-08-06,NIFTY,98177,4908850,7992.79,13446599,672329950,1094385.73,1102378.52,63604.39,17.33179927,35752.22,19825367,23743859.32,136.9216169,16304.4,16336.75,16223.3,16238.2
2021-08-09,NIFTY,120943,6047150,9833.69,18637793,931889650,1514732.77,1524566.46,57243.57,26.6329731,31577.92,20235184,23675202.92,154.0350336,16281.35,16320.75,16179.05,16258.25
2021-08-10,NIFTY,136363,6818150,11111.82,25166728,1258336400,2047775.35,2058887.17,63068.37,32.64532078,26798.54,22685058,23507598.76,184.2880239,16274.8,16359.25,16202.25,16280.1
2021-08-11,NIFTY,155285,7764250,12619.01,29293948,1464697400,2383287.97,2395906.98,63857.49,37.51959214,28117.28,24127166,23504730.78,188.8648927,16327.3,16338.75,16162.55,16282.25
2021-08-12,NIFTY,97269,4863450,7946.5,36868703,1843435150,3005268.65,3013215.15,55989.2,53.81779254,23033.46,19906759,23703889.42,378.1877116,16303.65,16375.5,16286.9,16364.4
2021-08-13,NIFTY,145667,7283350,11995.78,18439678,921983900,1512784.18,1524779.96,61542.84,24.77591154,21859.17,21029468,23847403.15,126.1096969,16385.7,16543.6,16376.3,16529.1
2021-08-16,NIFTY,98763,4938150,8167.07,17596234,879811700,1450722.33,1458889.4,54306.39,26.86404675,21918.57,19859478,23855802,177.6306962,16518.4,16589.4,16480.75,16563.05
2021-08-17,NIFTY,134927,6746350,11166.41,27790788,1389539400,2293889.78,2305056.19,64449.82,35.76512999,21457.92,21521836,23911503.39,205.4276871,16545.25,16628.55,16495.4,16614.6
2021-08-18,NIFTY,152480,7624000,12672.23,48753627,2437681350,4044432.72,4057104.95,58715.15,69.09809393,23436.16,19998404,23915457.34,319.1571428,16691.95,16701.85,16535.85,16568.85
2021-08-20,NIFTY,227424,11371200,18702.3,19545440,977272000,1610716.83,1629419.13,69324.63,23.50418791,24647.11,24559536,23646313.03,86.12399705,16382.5,16509.55,16376.05,16450.5
2021-08-23,NIFTY,192474,9623700,15874.08,20900337,1045016850,1725014.3,1740888.38,63392.27,27.46215556,28159.17,23324209,23601206.69,108.6686158,16592.25,16592.5,16395.7,16496.45
2021-08-24,NIFTY,196514,9825700,16299.48,19578347,978917350,1619897.59,1636197.07,61098.42,26.77969529,22805.97,21445823,23877368.8,99.38339076,16561.4,16647.1,16495.3,16624.6
2021-08-25,NIFTY,267087,13354350,22269.28,25833708,1291685400,2148540.18,2170809.46,53922.23,40.25815438,19230.37,18359107,23978047.37,96.48000205,16654,16712.45,16617.5,16634.65
2021-08-26,NIFTY,257014,12850700,21395.66,37682946,1884147300,3133157.76,3154553.42,53746.84,58.69281655,19693.98,17739888,24020766.41,146.4389395,16627.95,16683.7,16603.4,16636.9
2021-08-27,NIFTY,129422,6471100,10788.25,14379497,718974850,1200675.15,1211463.4,53347.06,22.709094,18856.98,17463104,24200109.23,111.2947095,16642.55,16722.05,16565.6,16705.2
2021-08-30,NIFTY,120898,6044900,10205.79,18901683,945084150,1586832.19,1597037.98,60454.74,26.41708458,19858.83,19662068,24552302.75,155.4835236,16775.85,16951.5,16764.85,16931.05
2021-08-31,NIFTY,157979,7898950,13456.77,28160068,1408003400,2389683.49,2403140.26,82861.48,29.00189883,24435.15,21014514,24828177.98,177.5822497,16947.5,17153.5,16915.85,17132.2
2021-09-01,NIFTY,151576,7578800,12994.85,34180776,1709038800,2924814.13,2937808.98,64228.34,45.74007331,23277.52,20723069,24838848,225.0748666,17185.6,17225.75,17055.05,17076.25
2021-09-02,NIFTY,120211,6010550,10333.95,43987106,2199355300,3772779.91,3783113.86,61581.81,61.43232653,27053.84,20840204,25090293.96,365.0859458,17095.4,17245.5,17059.7,17234.15
2021-09-03,NIFTY,145984,7299200,12622.46,17734890,886744500,1535908.8,1548531.26,63688.65,24.31408516,30657.46,21392827,25244439.97,121.6806233,17262.45,17340.1,17212.2,17323.6
2021-09-06,NIFTY,97622,4881100,8493.76,15140078,757003900,1315416.93,1323910.69,56272.2,23.52690476,22035.73,19131184,25316789.84,154.8686247,17399.35,17429.55,17345.55,17377.8
2021-09-07,NIFTY,155857,7792850,13544.01,22952424,1147621200,1995699.17,2009243.18,57625.19,34.86744564,28619.17,19483754,25254059.99,147.3492097,17401.55,17436.5,17287,17362.1
2021-09-08,NIFTY,122033,6101650,10583.92,28465868,1423293400,2470024.02,2480607.94,59691.11,41.55741014,31931.05,19438287,25287435.13,233.3751597,17375.75,17383.4,17254.2,17353.5
2021-09-09,NIFTY,99321,4966050,8611.73,39953684,1997684200,3464236.94,3472848.67,49803.51,69.73100229,23680.92,17434998,25375437.76,402.2695719,17312.85,17379.65,17302.7,17369.25
2021-09-13,NIFTY,113937,5696850,9873.09,15937877,796893850,1382544.19,1392417.28,52511.24,26.51655684,22011.51,19398532,25450034.09,140.0315595,17363.55,17378.35,17269.15,17355.3
2021-09-14,NIFTY,83258,4162900,7244.62,16718959,835947950,1454357.32,1461601.94,67383.91,21.69066681,37675.59,22077585,25567037.82,200.74998,17420.35,17438.55,17367.05,17380
2021-09-15,NIFTY,124759,6237950,10904.05,26979196,1348959800,2352948.97,2363853.02,74237.91,31.84158902,39097.84,23477185,25779334.87,215.7867004,17387.65,17532.7,17386.9,17519.45
2021-09-16,NIFTY,141039,7051950,12389.62,40053547,2002677350,3514440.42,3526830.04,75877.33,46.48068191,60922.77,24314217,25888440.85,283.6600654,17539.2,17644.6,17510.45,17629.5
2021-09-17,NIFTY,250177,12508850,22113.52,25027552,1251377600,2216400.31,2238513.83,105388.38,21.24061334,51601.96,27144640,25705839.97,100.2282907,17709.65,17792.95,17537.65,17585.15
2021-09-20,NIFTY,220228,11011400,19257.84,26316947,1315847350,2315788.72,2335046.56,64554.99,36.171434,30764.48,22707452,25357638.98,120.2517375,17443.85,17622.75,17361.8,17396.9
2021-09-21,NIFTY,211053,10552650,18419.37,27991486,1399574300,2445533.42,2463952.79,68706.16,35.86218164,27691.43,21983180,25549157.29,132.7696561,17450.5,17578.35,17326.1,17562
2021-09-22,NIFTY,127876,6393800,11237.98,23839754,1191987700,2095632.9,2106870.88,68733.86,30.65259073,26066.12,22016784,25667258.05,186.4777211,17580.9,17610.45,17524,17546.65
2021-09-23,NIFTY,158038,7901900,14035.79,44188624,2209431200,3913550.76,3927586.55,74189.74,52.93975353,26450.55,24073309,25983514.91,278.8265399,17670.85,17843.9,17646.55,17822.95
2021-09-24,NIFTY,157554,7877700,14087.61,16144849,807242450,1444512.21,1458599.82,79004.54,18.46222787,33020.54,24794512,25931661.92,102.5377768,17897.45,17947.65,17819.4,17853.2
2021-09-27,NIFTY,174106,8705300,15569.02,16471907,823595350,1474332.92,1489901.94,68710.09,21.68388864,25238.29,23362531,25915162.36,94.6965782,17932.2,17943.5,17802.9,17855.1
2021-09-28,NIFTY,349435,17471750,30989.18,31479443,1573972150,2805552.03,2836541.21,70654.44,40.14668024,28472.39,23625276,25770065.58,90.53327742,17906.45,17912.85,17576.1,17748.6
2021-09-29,NIFTY,303334,15166700,26843.32,28190164,1409508200,2501449.06,2528292.38,83199.82,30.38819531,37438.04,24635902,25805846.67,93.18702232,17657.95,17781.75,17608.15,17711.3
2021-09-30,NIFTY,366970,18348500,32426.03,51146426,2557321300,4529279.17,4561705.2,72973.52,62.51178784,38412.3,23294428,25806564.75,139.6803485,17718.9,17742.15,17585.35,17618.15
2021-10-01,NIFTY,168584,8429200,14747.45,14775737,738786850,1302676.3,1317423.75,64514.35,20.42063122,30935.41,22206912,25780317.08,88.3323083,17531.9,17557.15,17452.9,17532.05
2021-10-04,NIFTY,144810,7240500,12804.31,18998828,949941400,1681133.84,1693938.15,74422.3,22.76116366,29611.6,23238319,26086468.26,131.294372,17615.55,17750.9,17581.35,17691.25
2021-10-05,NIFTY,132839,6641950,11783.78,20555099,1027754950,1823209.37,1834993.15,71141.13,25.7937026,33785.45,23927496,26300537,154.7219458,17661.35,17833.45,17640.9,17822.3
2021-10-06,NIFTY,216564,10828200,19217.37,36267239,1813361950,3228160.87,3247378.24,76018.95,42.71800965,33922.46,25386288,26040966.99,167.981408,17861.5,17884.6,17613.15,17646
2021-10-07,NIFTY,170117,8505850,15161.42,42978651,2148932550,3829824.95,3844986.37,73840.84,52.07127072,30035.15,23632480,26330332.91,252.6033149,17810.55,17857.55,17763.8,17790.35
2021-10-08,NIFTY,137689,6884450,12317.78,14982188,749109400,1342555.5,1354873.28,74295.95,18.23616604,28671.37,24329265,26457460.32,108.9933007,17886.85,17941.85,17840.35,17895.2
2021-10-11,NIFTY,126637,6331850,11393.43,18042947,902147350,1622559.41,1633952.84,78652.83,20.77424093,33822.48,25538315,26541561.4,142.411847,17867.55,18041.95,17839.1,17945.95
2021-10-12,NIFTY,138399,6919950,12416.02,21854465,1092723250,1963469.1,1975885.12,75961.66,26.01161059,37796.26,25162077,26648717.2,158.1399756,17915.8,18008.65,17864.95,17991.95
2021-10-13,NIFTY,146544,7327200,13297.28,26953391,1347669550,2437669.18,2450966.46,92486.03,26.50093706,41739.96,28505288,26892073.89,183.3208882,18097.85,18197.8,18050.75,18161.75
2021-10-14,NIFTY,141916,7095800,12990.5,41611579,2080578950,3795141.88,3808132.38,98425.33,38.69057264,34624.53,28879492,27096744.36,292.1474832,18272.85,18350.75,18248.7,18338.55
2021-10-18,NIFTY,148181,7409050,13704.44,16628327,831416350,1533954.51,1547658.95,103684.44,14.92662689,48700.89,32015487,27277676.48,111.931207,18500.1,18543.15,18445.3,18477.05
2021-10-19,NIFTY,223349,11167450,20666.29,25254094,1262704700,2337020.71,2357687,105136.61,22.42498593,40359.72,32350359,26957579.27,113.0837083,18602.35,18604.45,18377.7,18418.75
2021-10-20,NIFTY,250754,12537700,23012.98,34971345,1748567250,3221212.47,3244225.45,94187.66,34.44427274,33229.33,30893878,26604209.21,139.9737222,18439.9,18458.3,18209.35,18266.6
2021-10-21,NIFTY,236032,11801600,21483.27,62552688,3127634400,5710005.71,5731488.98,85426.41,67.09270564,31386.03,27008676,26435070.08,265.7884815,18382.7,18384.2,18048,18178.1
2021-10-22,NIFTY,227529,11376450,20691.19,21532923,1076646150,1970487.61,1991178.8,79395.38,25.07927791,33138.41,26833614,26253923.56,95.23316977,18230.7,18314.25,18034.35,18114.9
2021-10-25,NIFTY,246448,12322400,22337.99,24116955,1205847750,2199626.61,2221964.6,80654.44,27.54919134,30439.41,27396286,26035528.24,98.47021196,18229.5,18241.4,17968.5,18125.4
2021-10-26,NIFTY,255725,12786250,23319.88,25628182,1281409100,2341840.84,2365160.72,73826.68,32.03666642,29237,24274659,26346130.66,100.4225082,18154.5,18310.45,18099.3,18268.4
2021-10-27,NIFTY,266898,13344900,24426.24,27362385,1368119250,2506025.82,2530452.06,70579.31,35.85260411,24566.92,22758768,26348117.66,102.5956439,18295.85,18342.05,18167.9,18210.95
2021-10-28,NIFTY,365504,18275200,32935.8,53265285,2663264250,4828161.15,4861096.95,76363.45,63.65737732,29322.08,26219092,25863993.98,146.5931039,18187.65,18190.7,17799.45,17857.25
2021-10-29,NIFTY,279681,13984050,24877.99,24572514,1228625700,2204696.16,2229574.15,78203.1,28.5100482,28937.34,27564754,25737782.53,88.62034915,17833.05,17915.85,17613.1,17671.65
2021-11-01,NIFTY,191548,9577400,17150.18,24740293,1237014650,2219792.68,2236942.86,63567.24,35.19018381,23844.26,22553008,26100645.34,129.432617,17783.15,17954.1,17697.1,17929.65
2021-11-02,NIFTY,160321,8016050,14388.38,29168474,1458423700,2623966.37,2638354.75,62997.97,41.87999629,22711.27,22225650,26156184.96,182.3670469,17970.9,18012.25,17847.6,17888.95
2021-11-03,NIFTY,180798,9039900,16180.26,51635037,2581751850,4632123.14,4648303.4,63159.54,73.59621999,21041.62,20466192,26129610.15,286.2823675,17947.95,17988.75,17757.95,17829.2
2021-11-04,NIFTY,30947,1547350,2773.68,3402512,170125600,306797.86,309571.54,11552.24,26.79753364,5702.35,6535787,26312660.84,110.6104021,17935.05,17947.55,17900.6,17916.8
2021-11-08,NIFTY,210221,10511050,18951.78,25098128,1254906400,2265011.86,2283963.64,70955.52,32.18866749,23529.23,23724780,26553716.56,119.5144657,18040.2,18087.8,17836.1,18068.55
2021-11-09,NIFTY,143100,7155000,12931.84,21569631,1078481550,1953271.04,1966202.88,68764.23,28.59339631,26583.42,22165651,26627458.84,151.0435514,18084.35,18112.6,17983.05,18044.25
2021-11-10,NIFTY,138261,6913050,12441.37,26932690,1346634500,2432619.29,2445060.66,69343.85,35.25994966,25574.34,22641777,26713995.71,195.5266414,17973.45,18061.25,17915,18017.2
2021-11-11,NIFTY,181332,9066600,16216.6,49303670,2465183500,4426764.53,4442981.13,58014.2,76.58437296,21579.17,20839522,26556149.46,272.9773522,17967.45,17971.35,17798.2,17873.6
2021-11-12,NIFTY,170929,8546450,15424.93,19466088,973304400,1759844.78,1775269.71,62741.58,28.29494747,22993.37,20819694,26834167.52,114.0909411,17977.6,18123,17905.9,18102.75
2021-11-15,NIFTY,118718,5935900,10780.49,19095856,954792800,1736046.63,1746827.12,62500.17,27.9491579,21506.27,21596606,26874400.83,161.0359668,18140.95,18210.15,18071.3,18109.45
2021-11-16,NIFTY,146826,7341300,13264.4,23471603,1173580150,2129517.37,2142781.77,66414.05,32.26398285,21767.05,22411881,26800430.31,160.5438143,18127.05,18132.65,17958.8,17999.2
2021-11-17,NIFTY,133173,6658650,11966.27,27667479,1383373950,2498039.5,2510005.77,62835.61,39.94559407,19423.98,21680323,26685366,208.7567387,17939.35,18022.65,17879.25,17898.65
2021-11-18,NIFTY,194590,9729500,17320.15,59016055,2950802750,5274466.25,5291786.4,71973.29,73.52430881,24088.54,25095177,26500437.09,304.5277466,17890.55,17945.6,17688.5,17764.8
2021-11-22,NIFTY,276780,13839000,24267.13,30692230,1534611500,2717684.72,2741951.85,74859.93,36.62776401,27984.7,27720605,25909000.97,111.9903639,17796.25,17805.25,17280.45,17416.55
2021-11-23,NIFTY,289108,14455400,25232.11,32767118,1638355900,2874812.21,2900044.32,76249.45,38.03364247,27600.21,24163614,26204752.54,113.9346733,17281.75,17553.7,17216.1,17503.35
2021-11-24,NIFTY,292675,14633750,25667.96,35357009,1767850450,3106918.56,3132586.52,64703.29,48.41464043,26995.82,22811906,26174494.74,121.0426758,17550.05,17600.6,17354,17415.05
2021-11-25,NIFTY,346197,17309850,30304.3,58808885,2940444250,5145509.94,5175814.24,62431.56,82.90381083,25708.74,21108828,26377243.47,169.7947136,17417.3,17564.35,17351.7,17536.25
2021-11-26,NIFTY,302466,15123300,26026.9,28229945,1411497250,2451990.35,2478017.25,80512.58,30.7780132,32388.8,30917361,25649276.25,94.20985019,17338.75,17355.4,16985.7,17026.45
2021-11-29,NIFTY,256326,12816300,21887.33,29586700,1479335000,2544647.43,2566534.76,69755.79,36.79314305,31546.12,28742146,25502113.93,116.2612082,17055.8,17160.7,16782.4,17053.95
2021-11-30,NIFTY,321269,16063450,27543.53,42445817,2122290850,3650222.45,3677765.98,116298.31,31.6235548,35669.12,29329655,25537037.97,132.5255859,17051.15,17324.65,16931.4,16983.2
2021-12-01,NIFTY,199285,9964250,17133.68,36126094,1806304700,3104395.71,3121529.39,58385.01,53.4645689,27860.78,21511391,25754436.62,181.1867451,17104.4,17213.05,17064.25,17166.9
2021-12-02,NIFTY,195094,9754700,16915.32,62470088,3123504400,5395435.07,5412350.39,57441.03,94.2244662,26550.59,20796179,26079007.47,318.9673663,17183.2,17420.35,17149.3,17401.65
2021-12-03,NIFTY,236056,11802800,20491.45,23812673,1190633650,2073783.39,2094274.84,61176.92,34.23308725,32297.54,21309538,25926748.62,101.2023742,17424.9,17489.8,17180.8,17196.7
2021-12-06,NIFTY,184741,9237050,15788.11,27106196,1355309800,2340342.52,2356130.63,50664.02,46.5050075,37130.89,19666022,25490062.45,148.2344955,17209.05,17216.75,16891.7,16912.25
2021-12-07,NIFTY,221420,11071000,19035.27,31394795,1569739750,2706324.04,2725359.31,53932.72,50.5325767,28085.63,19106899,25837537.37,142.1741872,17044.1,17251.65,16987.75,17176.7
2021-12-08,NIFTY,174190,8709500,15209.7,34757983,1737899150,3024403.09,3039612.79,59009.09,51.51092467,27355.56,20378825,26236995.69,198.8469917,17315.25,17484.6,17308.95,17469.75
2021-12-09,NIFTY,196823,9841150,17243.61,66922788,3346139400,5846139.61,5863383.22,56231.13,104.272904,44554.71,19568690,26341980.79,339.0322334,17524.4,17543.25,17379.6,17516.85
2021-12-10,NIFTY,163455,8172750,14313.93,18559429,927971450,1629213.72,1643527.65,55563.44,29.57929981,37654.99,19568876,26480222.88,113.8201542,17476.05,17534.35,17405.25,17511.3
2021-12-13,NIFTY,216547,10827350,18986.94,30470729,1523536450,2677930.47,2696917.41,60990.03,44.21898809,33433.67,21555410,26352341.9,141.0406558,17619.1,17639.5,17355.95,17368.25
2021-12-14,NIFTY,192993,9649650,16735.35,31736861,1586843050,2770191.89,2786927.24,57813.34,48.2056086,27540.84,20569762,26310979.66,165.5293669,17283.2,17376.2,17225.8,17324.9
2021-12-15,NIFTY,171233,8561650,14800.57,36714381,1835719050,3192374.66,3207175.23,52170.41,61.47498611,24396.94,19651187,26147016.99,215.6926835,17323.65,17351.2,17192.2,17221.4
2021-12-16,NIFTY,198019,9900950,17138.26,66036126,3301806300,5722707.7,5739845.96,58783.5,97.64382794,28299.45,19536516,26106378.82,333.9141605,17373,17379.35,17184.95,17248.4
2021-12-17,NIFTY,233882,11694100,19995.33,25915535,1295776750,2237804.31,2257799.64,72672.29,31.06823302,31217.67,23524147,25642129.8,111.916348,17276,17298.15,16966.45,16985.2
2021-12-20,NIFTY,337565,16878250,28067.47,35987677,1799383850,3035067.19,3063134.66,62382.9,49.10215235,31483.06,26666998,24964606.16,108.1346908,16824.25,16840.1,16410.2,16614.2
2021-12-21,NIFTY,266488,13324400,22442.33,38586355,1929317750,3264006.96,3286449.29,54543.92,60.25326544,26232.62,19916134,25272983.63,145.4397543,16773.15,16936.4,16688.25,16770.85
2021-12-22,NIFTY,172103,8605150,14560.47,36509833,1825491650,3091399.31,3105959.78,47240,65.74851355,23641.39,17465381,25619601.54,212.3145276,16865.55,16971,16819.5,16955.45
2021-12-23,NIFTY,179121,8956050,15308.56,62719655,3135982750,5355052.41,5370360.97,45161.11,118.9156106,23348.57,17229892,25826606.8,349.8077161,17066.8,17118.65,17015.55,17072.6
2021-12-24,NIFTY,207906,10395300,17690.85,22650519,1132525950,1939340.01,1957030.86,43094.56,45.41248037,23360.72,15653445,25682950.18,109.6239022,17149.5,17155.6,16909.6,17003.75
2021-12-27,NIFTY,237997,11899850,20279,25077800,1253890000,2142666.92,2162945.92,40153.5,53.86693364,23539.26,16104787,25785973.66,105.6593974,16937.75,17112.05,16833.2,17086.25
2021-12-28,NIFTY,187590,9379500,16163.78,24941326,1247066300,2140731.39,2156895.17,43474.89,49.61243536,24036.91,16718956,26047073.03,132.4400227,17177.6,17250.25,17161.15,17233.25
2021-12-29,NIFTY,213893,10694650,18453.17,31945954,1597297700,2753731.76,2772184.93,43702.95,63.43244403,29489.69,16882934,26055050.82,149.2281142,17220.1,17285.95,17176.65,17213.6
2021-12-30,NIFTY,262462,13123100,22641.34,49132126,2456606300,4232110.78,4254752.12,53633.1,79.33071406,28130.05,18377921,26005062.51,186.9196249,17201.45,17264.05,17146.35,17203.95
2021-12-31,NIFTY,146365,7318250,12731.89,16177228,808861400,1404661.18,1417393.07,44494.6,31.85539526,29220.74,17859383,26402579.45,110.3262108,17244.5,17400.8,17238.5,17354.05
2022-01-03,NIFTY,167701,8385050,14752.41,23335748,1166787400,2043829.3,2058581.71,47115.27,43.69245279,37442.02,19463450,26743785.63,138.5420619,17387.15,17646.65,17383.3,17625.7
2022-01-04,NIFTY,160967,8048350,14294.84,32044331,1602216550,2836822.29,2851117.13,55309.95,51.54799688,39919.62,22302162,26937998.71,198.4507899,17681.4,17827.6,17593.55,17805.25
