Date,Symbol,Futures Contracts,Futures Quantity,Futures Value (Rs. In Crs.),Options Contracts,Options Quantity,Options Value (Rs. In Crs.),Total Overall Value (Rs. In Crs.),Equity Traded Value (Rs. In Crs.),Equity Traded Quantity (in Lakhs),Equity Number of Trades,Equity Total Market Cap (Rs. Crs.)
2024-06-27,NIFTY,828038,20700950,49702.91,732075137,18301878425,43779676.87,43829379.78,175812.72,60223.43,47632254,43465623.49
2024-06-27,NIFTYNXT50,1263,12630,89.99,66716,667160,5138.11,5228.10,175812.72,60223.43,47632254,43465623.49
2024-06-28,BANKNIFTY,176405,2646075,13962.48,78069325,1171039875,6211692.63,6225655.11,144358.3,57114.85,41432294,43573919.23
2024-06-28,FINNIFTY,5069,126725,299.10,10310675,412424225,977629.26,977928.36,144358.3,57114.85,41432294,43573919.23
2024-06-28,MIDCPNIFTY,8414,420700,515.64,11504958,862867875,1061654.56,1062170.20,144358.3,57114.85,41432294,43573919.23
2024-06-28,NIFTY,313292,7832300,18944.12,78177760,1954444000,4712720.21,4731664.33,144358.3,57114.85,41432294,43573919.23
2024-06-28,NIFTYNXT50,1287,12870,92.20,2145252,21452520,154577.12,154669.32,144358.3,57114.85,41432294,43573919.23
2024-07-01,BANKNIFTY,120547,1808205,9518.17,84347146,1265207190,6676743.19,6686261.36,120030.56,43045.07,40783203,43950858.08
2024-07-01,FINNIFTY,3262,81550,192.63,24093361,963731770,2277262.03,2277454.66,120030.56,43045.07,40783203,43950858.08
2024-07-01,MIDCPNIFTY,10933,546650,671.96,92884737,6966351600,8559119.80,8559791.76,120030.56,43045.07,40783203,43950858.08
2024-07-01,NIFTY,176686,4417150,10679.67,60513824,1512845600,3646750.33,3657430.00,120030.56,43045.07,40783203,43950858.08
2024-07-01,NIFTYNXT50,391,3910,28.17,2698,26980,213.09,241.26,120030.56,43045.07,40783203,43950858.08
2024-07-02,BANKNIFTY,177849,2667735,13992.10,142475848,2137137720,11241448.17,11255440.27,132574.08,46109.85,44690099,43869520.38
2024-07-02,FINNIFTY,11752,293800,692.93,299530227,11981201460,28198083.84,28198776.77,132574.08,46109.85,44690099,43869520.38
2024-07-02,MIDCPNIFTY,13001,650050,795.36,2127930,159589675,197000.96,197796.32,132574.08,46109.85,44690099,43869520.38
2024-07-02,NIFTY,235211,5880275,14241.27,83711328,2092783200,5050702.69,5064943.96,132574.08,46109.85,44690099,43869520.38
2024-07-02,NIFTYNXT50,463,4630,33.34,1464,14640,113.49,146.83,132574.08,46109.85,44690099,43869520.38
2024-07-03,BANKNIFTY,285521,4282815,22718.53,588898644,8833479660,46860132.84,46882851.37,135925.91,48743.03,39991829,44196054.26
2024-07-03,FINNIFTY,5117,127925,305.98,3409427,136367450,327323.21,327629.19,135925.91,48743.03,39991829,44196054.26
2024-07-03,MIDCPNIFTY,6076,303800,373.45,2353168,176479100,217755.01,218128.46,135925.91,48743.03,39991829,44196054.26
2024-07-03,NIFTY,233298,5832450,14199.40,101300936,2532523400,6126164.92,6140364.32,135925.91,48743.03,39991829,44196054.26
2024-07-03,NIFTYNXT50,588,5880,42.61,1170,11700,89.37,131.98,135925.91,48743.03,39991829,44196054.26
2024-07-04,BANKNIFTY,138337,2075055,11017.46,64675417,970131255,5156362.47,5167379.93,138453.37,51086.92,40038124,44377924.18
2024-07-04,FINNIFTY,2281,57025,136.55,6040286,241602740,579173.71,579310.26,138453.37,51086.92,40038124,44377924.18
2024-07-04,MIDCPNIFTY,10230,511500,634.49,4871324,365343425,454700.00,455334.49,138453.37,51086.92,40038124,44377924.18
2024-07-04,NIFTY,217294,5432350,13258.94,541814131,13545353275,32942706.74,32955965.68,138453.37,51086.92,40038124,44377924.18
2024-07-04,NIFTYNXT50,651,6510,47.44,2532,25320,196.43,243.87,138453.37,51086.92,40038124,44377924.18
2024-07-05,BANKNIFTY,192942,2894130,15226.03,83176537,1247648055,6584983.35,6600209.38,155674.24,58906.34,45523125,44630196.74
2024-07-05,FINNIFTY,3880,97000,229.48,11519755,460782415,1095222.18,1095451.66,155674.24,58906.34,45523125,44630196.74
2024-07-05,MIDCPNIFTY,7862,393100,490.92,10127482,759552225,950046.64,950537.56,155674.24,58906.34,45523125,44630196.74
2024-07-05,NIFTY,253370,6334250,15414.39,72213239,1805330975,4391225.50,4406639.89,155674.24,58906.34,45523125,44630196.74
2024-07-05,NIFTYNXT50,549,5490,40.23,2667,26670,206.20,246.43,155674.24,58906.34,45523125,44630196.74
2024-07-08,BANKNIFTY,138553,2078295,10928.13,96343474,1445152110,7619952.30,7630880.43,144756.56,59053.74,46288852,44612743.36
2024-07-08,FINNIFTY,4290,107250,253.60,23775199,951003790,2252560.55,2252814.15,144756.56,59053.74,46288852,44612743.36
2024-07-08,MIDCPNIFTY,17524,876200,1088.64,134934831,10120093275,12588144.61,12589233.25,144756.56,59053.74,46288852,44612743.36
2024-07-08,NIFTY,142043,3551075,8649.35,59427556,1485688900,3614297.26,3622946.61,144756.56,59053.74,46288852,44612743.36
2024-07-08,NIFTYNXT50,495,4950,36.44,3502,35020,275.95,312.39,144756.56,59053.74,46288852,44612743.36
2024-07-09,BANKNIFTY,84194,1262910,6649.92,96225490,1443382350,7619569.39,7626219.31,135443.29,51249.29,44498631,44760655.61
2024-07-09,FINNIFTY,8650,216250,512.74,235403718,9416134305,22276724.34,22277237.08,135443.29,51249.29,44498631,44760655.61
2024-07-09,MIDCPNIFTY,7207,360350,447.30,1696598,127234550,158625.88,159073.18,135443.29,51249.29,44498631,44760655.61
2024-07-09,NIFTY,176349,4408725,10792.38,69058668,1726466700,4197279.06,4208071.44,135443.29,51249.29,44498631,44760655.61
2024-07-09,NIFTYNXT50,381,3810,28.13,2826,28260,218.39,246.52,135443.29,51249.29,44498631,44760655.61
2024-07-10,BANKNIFTY,169136,2537040,13281.30,546428157,8196422355,42927695.69,42940976.99,147729.45,49609.09,47459125,44638133.05
2024-07-10,FINNIFTY,2522,63050,148.92,2669228,106765535,253421.52,253570.44,147729.45,49609.09,47459125,44638133.05
2024-07-10,MIDCPNIFTY,18443,922150,1136.39,4118723,308887550,383038.51,384174.90,147729.45,49609.09,47459125,44638133.05
2024-07-10,NIFTY,345725,8643125,21039.97,162896367,4072409175,9909900.33,9930940.30,147729.45,49609.09,47459125,44638133.05
2024-07-10,NIFTYNXT50,1245,12450,91.24,6054,60540,492.20,583.44,147729.45,49609.09,47459125,44638133.05
2024-07-11,BANKNIFTY,194624,2919360,15244.74,80296386,1204445790,6309148.90,6324393.64,139708.83,50665.27,42174404,44749935.63
2024-07-11,FINNIFTY,2792,69800,164.65,7232388,289290645,684010.60,684175.25,139708.83,50665.27,42174404,44749935.63
2024-07-11,MIDCPNIFTY,11739,586950,727.35,3654730,274086575,340718.85,341446.20,139708.83,50665.27,42174404,44749935.63
2024-07-11,NIFTY,254942,6373550,15521.66,557559114,13938977850,33896580.51,33912102.17,139708.83,50665.27,42174404,44749935.63
2024-07-11,NIFTYNXT50,408,4080,30.18,19992,199920,1661.18,1691.36,139708.83,50665.27,42174404,44749935.63
2024-07-12,BANKNIFTY,175733,2635995,13850.46,87245085,1308676275,6880224.33,6894074.79,155554.74,56754.69,46408000,44870350.2
2024-07-12,FINNIFTY,3497,87425,207.29,11287092,451469640,1070921.36,1071128.65,155554.74,56754.69,46408000,44870350.2
2024-07-12,MIDCPNIFTY,10412,520600,647.95,8430757,632279550,788668.74,789316.69,155554.74,56754.69,46408000,44870350.2
2024-07-12,NIFTY,310792,7769800,19055.48,78902540,1972563500,4834320.23,4853375.71,155554.74,56754.69,46408000,44870350.2
2024-07-12,NIFTYNXT50,834,8340,61.60,8377,83770,673.62,735.22,155554.74,56754.69,46408000,44870350.2
2024-07-15,BANKNIFTY,150039,2250585,11819.96,120393186,1805897790,9484948.58,9496768.54,131749.37,53062.4,43292700,45141299.88
2024-07-15,FINNIFTY,2848,71200,168.84,18819887,752784350,1783610.26,1783779.10,131749.37,53062.4,43292700,45141299.88
2024-07-15,MIDCPNIFTY,12247,612350,763.07,100039864,7502921000,9377452.63,9378215.70,131749.37,53062.4,43292700,45141299.88
2024-07-15,NIFTY,159865,3996625,9841.65,62031855,1550796375,3804001.89,3813843.54,131749.37,53062.4,43292700,45141299.88
2024-07-15,NIFTYNXT50,827,8270,61.32,18785,187850,1553.93,1615.25,131749.37,53062.4,43292700,45141299.88
2024-07-16,BANKNIFTY,92491,1387365,7293.10,423861198,6357917970,33410050.04,33417343.14,125150.25,59528.88,41570517,45158604.62
2024-07-16,FINNIFTY,3149,78725,186.83,124828260,4993087740,11834745.95,11834932.78,125150.25,59528.88,41570517,45158604.62
2024-07-16,MIDCPNIFTY,7402,370100,464.65,1965331,147211250,185959.45,186424.10,125150.25,59528.88,41570517,45158604.62
2024-07-16,NIFTY,154073,3851825,9503.12,76160636,1904015900,4680166.36,4689669.48,125150.25,59528.88,41570517,45158604.62
2024-07-16,NIFTYNXT50,730,7300,54.19,10186,101860,837.41,891.60,125150.25,59528.88,41570517,45158604.62
2024-07-18,BANKNIFTY,193179,2897685,15242.79,45834542,687518130,3630458.55,3645701.34,147781.21,52671.7,48274054,45071395.42
2024-07-18,FINNIFTY,3602,90050,213.90,4153757,166044710,396386.38,396600.28,147781.21,52671.7,48274054,45071395.42
2024-07-18,MIDCPNIFTY,16989,849450,1057.97,4696619,351858075,441256.01,442313.98,147781.21,52671.7,48274054,45071395.42
2024-07-18,NIFTY,459021,11475525,28373.17,751663983,18791599575,46381793.34,46410166.51,147781.21,52671.7,48274054,45071395.42
2024-07-18,NIFTYNXT50,1451,14510,106.23,18033,180330,1481.02,1587.25,147781.21,52671.7,48274054,45071395.42
2024-07-19,BANKNIFTY,167423,2511345,13152.82,40941139,614117085,3235745.77,3248898.59,134887.16,54984.71,47244972,44280200.57
2024-07-19,FINNIFTY,3453,86325,204.20,5008695,200201100,476064.11,476268.31,134887.16,54984.71,47244972,44280200.57
2024-07-19,MIDCPNIFTY,25284,1264200,1549.66,20596215,1542839250,1901994.42,1903544.08,134887.16,54984.71,47244972,44280200.57
2024-07-19,NIFTY,402986,10074650,24850.80,49758284,1243957100,3067238.50,3092089.30,134887.16,54984.71,47244972,44280200.57
2024-07-19,NIFTYNXT50,1657,16570,119.46,25424,254240,2094.18,2213.64,134887.16,54984.71,47244972,44280200.57
2024-07-22,BANKNIFTY,126556,1898340,9922.86,43485699,652285485,3430265.55,3440188.41,122366.58,52214.37,42387344,44464968.37
2024-07-22,FINNIFTY,2957,73925,174.83,9132258,364912365,865903.81,866078.64,122366.58,52214.37,42387344,44464968.37
2024-07-22,MIDCPNIFTY,47081,2354050,2908.68,232428300,17416968125,21575897.31,21578805.99,122366.58,52214.37,42387344,44464968.37
2024-07-22,NIFTY,324656,8116400,19921.08,50769705,1269242625,3108934.03,3128855.11,122366.58,52214.37,42387344,44464968.37
2024-07-22,NIFTYNXT50,1655,16550,119.40,35057,350570,2906.51,3025.91,122366.58,52214.37,42387344,44464968.37
2024-07-23,BANKNIFTY,345240,5178600,26922.78,149081747,2236226205,11689848.12,11716770.90,169336.37,69434.42,58835882,44263234.99
2024-07-23,FINNIFTY,19524,488100,1144.86,344715357,13777045155,32308778.31,32309923.17,169336.37,69434.42,58835882,44263234.99
2024-07-23,MIDCPNIFTY,59794,2989700,3680.85,6474821,323741050,402375.44,406056.29,169336.37,69434.42,58835882,44263234.99
2024-07-23,NIFTY,782577,19564425,47754.30,127172965,3179324125,7786648.64,7834402.94,169336.37,69434.42,58835882,44263234.99
2024-07-23,NIFTYNXT50,1820,18200,129.94,34566,345660,2870.98,3000.92,169336.37,69434.42,58835882,44263234.99
