Date,Symbol,No of Contracts Traded,Traded Quantity,Total Traded Value (Rs. In Crs.)
2016-12-20,BANKNIFTY,1906999,76279960,139377.26
2016-12-20,NIFTY,2296685,172251375,141098.72
2016-12-21,BANKNIFTY,1788128,71525120,130189.40
2016-12-21,NIFTY,1779020,133426500,109002.89
2016-12-22,BANKNIFTY,4278999,171159960,308358.29
2016-12-22,NIFTY,3217362,241302150,195473.11
2016-12-23,BANKNIFTY,985831,39433240,71046.74
2016-12-23,NIFTY,3238256,242869200,195679.03
2016-12-26,BANKNIFTY,1209402,48376080,86498.21
2016-12-26,NIFTY,3709424,278206800,223216.48
2016-12-27,BANKNIFTY,1427668,57106720,101737.10
2016-12-27,NIFTY,4471672,335375400,269609.62
2016-12-28,BANKNIFTY,2308375,92335000,166010.96
2016-12-28,NIFTY,6040948,453071100,366826.07
2016-12-29,BANKNIFTY,2741289,109651560,197023.44
2016-12-29,NIFTY,5462875,409715625,331285.00
2016-12-30,BANKNIFTY,908949,36357960,66347.84
2016-12-30,NIFTY,1403427,105257025,86459.34
2016-12-30,NIFTYCPSE,18,4500,1.07
2016-12-30,NIFTYIT,1,50,0.05
2017-01-02,BANKNIFTY,1863372,74534880,135012.33
2017-01-02,NIFTY,1225954,91946550,75557.49
2017-01-02,NIFTYCPSE,1,250,0.06
2017-01-03,BANKNIFTY,2391575,95663000,173143.89
2017-01-03,NIFTY,1449490,108711750,89429.40
2017-01-03,NIFTYCPSE,11,2750,0.65
2017-01-04,BANKNIFTY,2607323,104292920,188697.49
2017-01-04,NIFTY,1028356,77126700,63696.31
2017-01-04,NIFTYCPSE,11,2750,0.66
2017-01-05,BANKNIFTY,4636914,185476560,335692.57
2017-01-05,NIFTY,1746949,131021175,108174.62
2017-01-05,NIFTYCPSE,185,46250,11.17
2017-01-05,NIFTYIT,2,100,0.11
2017-01-06,BANKNIFTY,1225156,49006240,89607.04
2017-01-06,NIFTY,1602279,120170925,99910.69
2017-01-06,NIFTYCPSE,27,6750,1.67
2017-01-06,NIFTYIT,21,1050,1.06
2017-01-09,BANKNIFTY,1126145,45045800,82541.45
2017-01-09,NIFTY,938087,70356525,58409.23
2017-01-09,NIFTYCPSE,14,3500,0.85
2017-01-09,NIFTYIT,2,100,0.10
2017-01-10,BANKNIFTY,1425272,57010880,104702.89
2017-01-10,NIFTY,1061292,79596900,65830.81
2017-01-10,NIFTYCPSE,35,8750,2.15
2017-01-10,NIFTYIT,1,50,0.05
2017-01-11,BANKNIFTY,4294160,171766400,320778.74
2017-01-11,NIFTY,1968286,147621450,123008.08
2017-01-11,NIFTYCPSE,9,2250,0.56
2017-01-11,NIFTYIT,18,900,0.91
2017-01-12,BANKNIFTY,5507871,220314840,415972.01
2017-01-12,NIFTY,1590972,119322900,99992.58
2017-01-12,NIFTYCPSE,89,22250,5.54
2017-01-12,NIFTYIT,8,400,0.40
2017-01-13,BANKNIFTY,1195723,47828920,90503.79
2017-01-13,NIFTY,1728474,129635550,108967.14
2017-01-13,NIFTYCPSE,29,7250,1.82
2017-01-13,NIFTYIT,2,100,0.11
2017-01-16,BANKNIFTY,1874861,74994440,142680.80
2017-01-16,NIFTY,1618440,121383000,101824.77
2017-01-16,NIFTYCPSE,7,1750,0.44
2017-01-16,NIFTYIT,10,500,0.50
2017-01-17,BANKNIFTY,2168316,86732640,165841.21
2017-01-17,NIFTY,1778818,133411350,112264.48
2017-01-17,NIFTYCPSE,4,1000,0.25
2017-01-18,BANKNIFTY,2946491,117859640,225938.62
2017-01-18,NIFTY,2145239,160892925,135495.07
2017-01-18,NIFTYCPSE,3,750,0.19
2017-01-19,BANKNIFTY,4766408,190656320,365320.13
2017-01-19,NIFTY,1451549,108866175,91647.95
2017-01-19,NIFTYCPSE,12,3000,0.75
2017-01-20,BANKNIFTY,1589771,63590840,121255.35
2017-01-20,NIFTY,2927055,219529125,184404.77
2017-01-20,NIFTYCPSE,57,14250,3.53
2017-01-23,BANKNIFTY,1948093,77923720,147549.71
2017-01-23,NIFTY,3857547,289316025,242852.35
2017-01-23,NIFTYCPSE,5,1250,0.31
2017-01-23,NIFTYIT,1,50,0.05
2017-01-24,BANKNIFTY,2079333,83173320,158222.61
2017-01-24,NIFTY,3896255,292219125,246767.85
2017-01-24,NIFTYCPSE,8,2000,0.50
2017-01-25,BANKNIFTY,3970828,158833120,305627.63
2017-01-25,NIFTY,5672605,425445375,362811.42
2017-01-25,NIFTYCPSE,17,4250,1.08
2017-01-27,BANKNIFTY,1102689,44107560,87184.16
2017-01-27,NIFTY,1536047,115203525,100712.34
2017-01-27,NIFTYCPSE,3,750,0.19
2017-01-30,BANKNIFTY,753489,30139560,59853.54
2017-01-30,NIFTY,1146582,85993650,75186.58
2017-01-30,NIFTYCPSE,5,1250,0.32
2017-01-31,BANKNIFTY,1168188,46727520,92355.19
2017-01-31,NIFTY,1837922,137844150,119620.09
2017-01-31,NIFTYCPSE,6,1500,0.38
2017-02-01,BANKNIFTY,3750889,150035560,297261.79
2017-02-01,NIFTY,3636104,272707800,236251.59
2017-02-01,NIFTYCPSE,31,7750,1.97
2017-02-02,BANKNIFTY,6478295,259131800,519926.75
2017-02-02,NIFTY,1793015,134476125,117531.74
2017-02-02,NIFTYCPSE,42,10500,2.68
2017-02-03,BANKNIFTY,1111903,44476120,89779.48
2017-02-03,NIFTY,1408554,105641550,92183.99
2017-02-06,BANKNIFTY,1391564,55662560,113715.34
2017-02-06,NIFTY,1624062,121804650,107278.87
2017-02-06,NIFTYCPSE,22,5500,1.40
2017-02-07,BANKNIFTY,1268465,50738600,103521.73
2017-02-07,NIFTY,1262997,94724775,83357.76
2017-02-07,NIFTYCPSE,13,3250,0.85
2017-02-08,BANKNIFTY,3074022,122960880,250303.62
2017-02-08,NIFTY,1503254,112744050,99252.79
2017-02-08,NIFTYCPSE,16,4000,1.02
2017-02-09,BANKNIFTY,7867919,314716760,636677.61
2017-02-09,NIFTY,2307857,173089275,152267.26
2017-02-09,NIFTYCPSE,59,14750,3.78
2017-02-10,BANKNIFTY,1182947,47317880,96251.54
2017-02-10,NIFTY,1556411,116730825,102960.83
2017-02-10,NIFTYCPSE,17,4250,1.08
2017-02-13,BANKNIFTY,1678025,67121000,136436.99
2017-02-13,NIFTY,2083770,156282750,137742.65
2017-02-13,NIFTYCPSE,2,500,0.13
2017-02-14,BANKNIFTY,1576132,63045280,127989.63
2017-02-14,NIFTY,1565931,117444825,103761.44
2017-02-14,NIFTYCPSE,11,2750,0.69
2017-02-15,BANKNIFTY,3123187,124927480,253408.80
2017-02-15,NIFTY,2741175,205588125,181283.49
2017-02-15,NIFTYCPSE,137,34250,8.73
2017-02-16,BANKNIFTY,6076525,243061000,492043.18
2017-02-16,NIFTY,1887233,141542475,124361.82
2017-02-16,NIFTYCPSE,138,34500,8.70
2017-02-17,BANKNIFTY,2365798,94631920,194794.17
2017-02-17,NIFTY,3067233,230042475,203075.80
2017-02-17,NIFTYCPSE,28,7000,1.73
2017-02-20,BANKNIFTY,1253507,50140280,103177.83
2017-02-20,NIFTY,2498559,187391925,165554.76
2017-02-20,NIFTYCPSE,85,21250,5.61
2017-02-21,BANKNIFTY,1860437,74417480,153904.17
2017-02-21,NIFTY,3077727,230829525,204943.57
2017-02-21,NIFTYCPSE,69,17250,4.43
2017-02-22,BANKNIFTY,2294606,91784240,191490.38
2017-02-22,NIFTY,4579553,343466475,306724.00
2017-02-22,NIFTYCPSE,60,15000,3.85
2017-02-23,BANKNIFTY,4512209,180488360,377971.97
2017-02-23,NIFTY,5655040,424128000,379265.66
2017-02-23,NIFTYCPSE,40,10000,2.64
2017-02-27,BANKNIFTY,1186171,47446840,98993.73
2017-02-27,NIFTY,1031481,77361075,69465.05
2017-02-27,NIFTYCPSE,92,23000,6.01
2017-02-28,BANKNIFTY,1523239,60929560,126470.63
2017-02-28,NIFTY,802576,60193200,54044.49
2017-02-28,NIFTYCPSE,130,32500,8.63
2017-03-01,BANKNIFTY,2508184,100327360,208833.86
2017-03-01,NIFTY,1060304,79522800,71280.03
2017-03-01,NIFTYCPSE,119,29750,7.64
2017-03-02,BANKNIFTY,6753702,270148080,562220.48
2017-03-02,NIFTY,1434066,107554950,96917.60
2017-03-02,NIFTYCPSE,477,119250,30.83
2017-03-03,BANKNIFTY,1106618,44264720,91540.67
2017-03-03,NIFTY,1149046,86178450,77455.64
2017-03-03,NIFTYCPSE,69,17250,4.56
2017-03-06,BANKNIFTY,1685563,67422520,139735.82
2017-03-06,NIFTY,1166515,87488625,78859.77
2017-03-06,NIFTYCPSE,163,40750,10.68
2017-03-07,BANKNIFTY,1287991,51519640,106897.55
2017-03-07,NIFTY,755592,56669400,50987.54
2017-03-07,NIFTYCPSE,51,12750,3.32
2017-03-08,BANKNIFTY,3511736,140469440,291233.41
2017-03-08,NIFTY,1374929,103119675,92966.20
2017-03-08,NIFTYCPSE,185,46250,11.98
2017-03-08,S&P500,4,1000,0.24
2017-03-09,BANKNIFTY,6386999,255479960,530265.23
2017-03-09,NIFTY,1239538,92965350,83881.37
2017-03-09,NIFTYCPSE,464,116000,29.59
2017-03-10,BANKNIFTY,967953,38718120,81081.63
2017-03-10,NIFTY,1681141,126085575,113785.81
2017-03-10,NIFTYCPSE,64,16000,4.19
2017-03-10,S&P500,1,250,0.06
2017-03-14,BANKNIFTY,1828493,73139720,154540.35
2017-03-14,NIFTY,2949690,221226750,201051.13
2017-03-14,NIFTYCPSE,160,40000,10.24
2017-03-15,BANKNIFTY,2127057,85082280,180061.83
2017-03-15,NIFTY,1278845,95913375,87520.50
2017-03-15,NIFTYCPSE,120,30000,7.63
2017-03-16,BANKNIFTY,5364804,214592160,456284.09
2017-03-16,NIFTY,1542705,115702875,105545.49
2017-03-16,NIFTYCPSE,514,128500,32.61
2017-03-17,BANKNIFTY,1074217,42968680,91581.67
2017-03-17,NIFTY,1718143,128860725,118132.56
2017-03-17,NIFTYCPSE,3,750,0.19
2017-03-17,S&P500,3,750,0.18
2017-03-20,BANKNIFTY,1142694,45707760,96996.21
2017-03-20,NIFTY,1264533,94839975,86580.79
2017-03-20,NIFTYCPSE,35,8750,2.21
2017-03-21,BANKNIFTY,2047634,81905360,173520.43
2017-03-21,NIFTY,1896870,142265250,130113.86
2017-03-21,NIFTYCPSE,46,11500,2.85
2017-03-22,BANKNIFTY,2924586,116983440,245844.69
2017-03-22,NIFTY,2632628,197447100,179920.57
2017-03-22,NIFTYCPSE,176,44000,10.98
2017-03-23,BANKNIFTY,5899877,235995080,493085.65
2017-03-23,NIFTY,1868790,140159250,127637.49
2017-03-23,NIFTYCPSE,667,166750,42.04
2017-03-24,BANKNIFTY,1610446,64417840,135961.92
2017-03-24,NIFTY,2269793,170234475,155205.97
2017-03-24,NIFTYCPSE,29,7250,1.86
2017-03-27,BANKNIFTY,1797509,71900360,151881.64
2017-03-27,NIFTY,3380376,253528200,230945.40
2017-03-27,NIFTYCPSE,92,23000,5.82
2017-03-28,BANKNIFTY,1516583,60663320,128474.71
2017-03-28,NIFTY,2779939,208495425,190098.16
2017-03-28,NIFTYCPSE,259,64750,16.41
2017-03-29,BANKNIFTY,2346648,93865920,199940.20
2017-03-29,NIFTY,3237636,242822700,222115.53
2017-03-29,NIFTYCPSE,242,60500,15.39
2017-03-30,BANKNIFTY,4432172,177286880,379821.60
2017-03-30,NIFTY,4662875,349715625,320310.52
2017-03-30,NIFTYCPSE,511,127750,32.33
2017-03-31,BANKNIFTY,783856,31354240,67651.72
2017-03-31,NIFTY,886129,66459675,61407.57
2017-04-03,BANKNIFTY,1133262,45330480,97572.07
2017-04-03,NIFTY,1209894,90742050,83796.02
2017-04-05,BANKNIFTY,2263632,90545280,195740.71
2017-04-05,NIFTY,1074349,80576175,74658.40
2017-04-05,NIFTYCPSE,16,4000,1.04
2017-04-06,BANKNIFTY,5348910,213956400,463109.95
2017-04-06,NIFTY,1236840,92763000,86032.27
2017-04-06,NIFTYCPSE,167,41750,10.60
2017-04-06,NIFTYIT,1,50,0.05
2017-04-07,BANKNIFTY,1331205,53248200,115036.33
2017-04-07,NIFTY,1408146,105610950,97842.55
2017-04-10,BANKNIFTY,1639145,65565800,141078.12
2017-04-10,NIFTY,1305189,97889175,90436.38
2017-04-11,BANKNIFTY,2413620,96544800,208866.86
2017-04-11,NIFTY,1496706,112252950,103720.01
2017-04-12,BANKNIFTY,4088208,163528320,355057.82
2017-04-12,NIFTY,2046897,153517275,141863.68
2017-04-12,NIFTYCPSE,18,4500,1.19
2017-04-13,BANKNIFTY,5916244,236649760,513796.09
2017-04-13,NIFTY,1460244,109518300,100589.37
2017-04-13,NIFTYCPSE,16,4000,1.06
2017-04-17,BANKNIFTY,1225586,49023440,106433.91
2017-04-17,NIFTY,1467807,110085525,101291.57
2017-04-18,BANKNIFTY,3312296,132491840,288772.67
2017-04-18,NIFTY,2984774,223858050,205945.17
2017-04-18,NIFTYCPSE,16,4000,1.06
2017-04-19,BANKNIFTY,3220173,128806920,279570.59
2017-04-19,NIFTY,1928791,144659325,132559.97
2017-04-19,NIFTYCPSE,56,14000,3.68
2017-04-20,BANKNIFTY,5951257,238050280,513819.89
2017-04-20,NIFTY,1729096,129682200,118712.87
2017-04-20,NIFTYCPSE,442,110500,29.34
2017-04-21,BANKNIFTY,1582817,63312680,136130.68
2017-04-21,NIFTY,2700598,202544850,185540.31
2017-04-24,BANKNIFTY,1972227,78889080,170368.70
2017-04-24,NIFTY,3398238,254867850,234017.75
2017-04-25,BANKNIFTY,1975510,79020400,172343.56
2017-04-25,NIFTY,3409521,255714075,236229.75
2017-04-25,NIFTYCPSE,16,4000,1.06
2017-04-26,BANKNIFTY,3049479,121979160,268653.88
2017-04-26,NIFTY,4408986,330673950,307795.00
2017-04-26,NIFTYCPSE,17,4250,1.16
2017-04-27,BANKNIFTY,4757332,190293280,421551.46
2017-04-27,NIFTY,4866419,364981425,340217.70
2017-04-27,NIFTYCPSE,214,53500,14.26
2017-04-28,BANKNIFTY,1360431,54417240,120690.15
2017-04-28,NIFTY,1055747,79181025,74239.12
2017-04-28,NIFTYCPSE,18,4500,1.19
2017-05-02,BANKNIFTY,1993513,79740520,178337.25
2017-05-02,NIFTY,1349307,101198025,94694.27
2017-05-03,BANKNIFTY,2499408,99976320,223020.89
2017-05-03,NIFTY,788196,59114700,55263.48
2017-05-03,NIFTYCPSE,16,4000,1.05
2017-05-04,BANKNIFTY,6437638,257505520,581287.13
2017-05-04,NIFTY,1007990,75599250,70603.43
2017-05-04,NIFTYCPSE,40,10000,2.78
2017-05-05,BANKNIFTY,1835013,73400520,166604.68
2017-05-05,NIFTY,1599970,119997750,112398.66
2017-05-08,BANKNIFTY,1612322,64492880,146672.27
2017-05-08,NIFTY,1026655,76999125,71883.97
2017-05-08,NIFTYCPSE,22,5500,1.52
2017-05-09,BANKNIFTY,1870171,74806840,170051.94
2017-05-09,NIFTY,1056293,79221975,74093.78
2017-05-10,BANKNIFTY,2557968,102318720,233045.53
2017-05-10,NIFTY,1826487,136986525,128425.39
2017-05-10,NIFTYCPSE,10,2500,0.68
2017-05-11,BANKNIFTY,5968515,238740600,546681.60
2017-05-11,NIFTY,1492639,111947925,105278.42
2017-05-11,NIFTYCPSE,96,24000,6.62
2017-05-12,BANKNIFTY,1631641,65265640,148767.05
2017-05-12,NIFTY,1658962,124422150,116980.16
2017-05-15,BANKNIFTY,1578518,63140720,143934.72
2017-05-15,NIFTY,1178106,88357950,83021.88
2017-05-16,BANKNIFTY,2282834,91313360,208733.20
2017-05-16,NIFTY,2433169,182487675,172660.34
2017-05-17,BANKNIFTY,2318521,92740840,212536.89
2017-05-17,NIFTY,1703803,127785225,121223.40
2017-05-18,BANKNIFTY,6095712,243828480,556185.22
2017-05-18,NIFTY,2551485,191361375,181102.96
2017-05-19,BANKNIFTY,2032674,81306960,184692.68
2017-05-19,NIFTY,4329222,324691650,306862.31
2017-05-22,BANKNIFTY,1556835,62273400,141186.54
2017-05-22,NIFTY,2684009,201300675,190213.12
2017-05-23,BANKNIFTY,2715824,108632960,245149.63
2017-05-23,NIFTY,5008503,375637725,353681.23
2017-05-24,BANKNIFTY,2696685,107867400,243901.62
2017-05-24,NIFTY,6139163,460437225,432074.09
2017-05-25,BANKNIFTY,6414664,256586560,584861.02
2017-05-25,NIFTY,6144044,460803300,433953.15
2017-05-25,NIFTYCPSE,16,4000,1.05
2017-05-26,BANKNIFTY,1497525,59901000,138661.29
2017-05-26,NIFTY,1695957,127196775,121482.84
2017-05-29,BANKNIFTY,2096607,83864280,195060.94
2017-05-29,NIFTY,1843451,138258825,132982.47
2017-05-30,BANKNIFTY,2125328,85013120,197283.84
2017-05-30,NIFTY,1171908,87893100,84800.94
2017-05-31,BANKNIFTY,3100282,124011280,288553.69
2017-05-31,NIFTY,959446,71958450,69402.51
2017-06-01,BANKNIFTY,7326505,293060200,683951.57
2017-06-01,NIFTY,930530,69789750,67108.56
2017-06-02,BANKNIFTY,1069848,42793920,99712.65
2017-06-02,NIFTY,1033551,77516325,74641.01
2017-06-05,BANKNIFTY,1181155,47246200,110125.76
2017-06-05,NIFTY,1179328,88449600,85229.49
2017-06-06,BANKNIFTY,1232628,49305120,115024.96
2017-06-06,NIFTY,976527,73239525,70890.17
2017-06-07,BANKNIFTY,2963656,118546240,278032.13
2017-06-07,NIFTY,1153452,86508900,83662.95
2017-06-08,BANKNIFTY,6296618,251864720,594160.37
2017-06-08,NIFTY,836019,62701425,60624.57
2017-06-09,BANKNIFTY,1369196,54767840,128566.69
2017-06-09,NIFTY,1671375,125353125,121080.52
2017-06-12,BANKNIFTY,1447270,57890800,136074.64
2017-06-12,NIFTY,1598871,119915325,116050.88
2017-06-13,BANKNIFTY,1625791,65031640,152611.44
2017-06-13,NIFTY,1345289,100896675,97503.83
2017-06-14,BANKNIFTY,2393503,95740120,224390.52
2017-06-14,NIFTY,1366022,102451650,98900.55
2017-06-15,BANKNIFTY,6951156,278046240,650763.85
2017-06-15,NIFTY,1512901,113467575,109372.98
2017-06-16,BANKNIFTY,1073733,42949320,100438.33
2017-06-16,NIFTY,1436134,107710050,103838.23
2017-06-19,BANKNIFTY,2097279,83891160,198029.74
2017-06-19,NIFTY,2083083,156231225,150640.62
2017-06-20,BANKNIFTY,1701863,68074520,160987.43
2017-06-20,NIFTY,1363786,102283950,98825.84
2017-06-21,BANKNIFTY,2961047,118441880,280501.60
2017-06-21,NIFTY,1945039,145877925,141047.82
2017-06-22,BANKNIFTY,7802751,312110040,742979.74
2017-06-22,NIFTY,2747785,206083875,199321.11
2017-06-23,BANKNIFTY,1648557,65942280,155623.03
2017-06-23,NIFTY,3301468,247610100,238553.96
2017-06-27,BANKNIFTY,3170001,126800040,296705.47
2017-06-27,NIFTY,4920958,369071850,354029.87
2017-06-28,BANKNIFTY,3219573,128782920,299980.55
2017-06-28,NIFTY,4280512,321038400,306472.23
2017-06-29,BANKNIFTY,7285771,291430840,681392.84
2017-06-29,NIFTY,6684868,501365100,479049.12
2017-06-30,BANKNIFTY,1495177,59807080,138687.10
2017-06-30,NIFTY,1371284,102846300,98108.34
2017-07-03,BANKNIFTY,1951614,78064560,181455.93
2017-07-03,NIFTY,1687009,126525675,121496.85
2017-07-04,BANKNIFTY,2563144,102525760,238584.45
2017-07-04,NIFTY,1449313,108698475,104549.28
2017-07-05,BANKNIFTY,3601250,144050000,335906.99
2017-07-05,NIFTY,880753,66056475,63628.47
2017-07-06,BANKNIFTY,7665340,306613600,719549.29
2017-07-06,NIFTY,1294943,97120725,93695.48
2017-07-07,BANKNIFTY,1162304,46492160,108743.93
2017-07-07,NIFTY,1015411,76155825,73558.70
2017-07-10,BANKNIFTY,1546635,61865400,145747.87
2017-07-10,NIFTY,1723615,129271125,125479.55
2017-07-11,BANKNIFTY,2429295,97171800,230015.73
2017-07-11,NIFTY,1993232,149492400,146062.31
2017-07-12,BANKNIFTY,3862582,154503280,364994.12
2017-07-12,NIFTY,1466466,109984950,107725.91
2017-07-13,BANKNIFTY,8073756,322950240,770162.18
2017-07-13,NIFTY,1899551,142466325,139783.46
2017-07-14,BANKNIFTY,1929217,77168680,184380.38
2017-07-14,NIFTY,1741780,130633500,128726.09
2017-07-17,BANKNIFTY,1573998,62959920,150770.39
2017-07-17,NIFTY,1767244,132543300,130748.80
2017-07-18,BANKNIFTY,2519151,100766040,241929.92
2017-07-18,NIFTY,2823981,211798575,209426.57
2017-07-19,BANKNIFTY,2952350,118094000,284165.76
2017-07-19,NIFTY,2081903,156142725,153964.98
2017-07-20,BANKNIFTY,7403204,296128160,716277.93
2017-07-20,NIFTY,2204966,165372450,163590.21
2017-07-21,BANKNIFTY,1595731,63829240,153995.29
2017-07-21,NIFTY,3555985,266698875,263737.67
2017-07-24,BANKNIFTY,1623830,64953200,157820.13
2017-07-24,NIFTY,3316527,248739525,246957.65
2017-07-25,BANKNIFTY,1573530,62941200,153810.42
2017-07-25,NIFTY,2989378,224203350,223301.38
2017-07-26,BANKNIFTY,2146883,85875320,210654.60
2017-07-26,NIFTY,3817098,286282350,285494.66
2017-07-27,BANKNIFTY,6216911,248676440,617724.85
2017-07-27,NIFTY,7458396,559379700,562427.54
2017-07-27,NIFTYCPSE,20,5000,1.22
2017-07-28,BANKNIFTY,1476642,59065680,146981.27
2017-07-28,NIFTY,1516875,113765625,114939.76
2017-07-31,BANKNIFTY,1724736,68989440,172737.40
2017-07-31,NIFTY,926103,69457725,70043.64
2017-08-01,BANKNIFTY,1688730,67549200,169974.31
2017-08-01,NIFTY,1111485,83361375,84364.90
2017-08-02,BANKNIFTY,3711775,148471000,373640.45
2017-08-02,NIFTY,1137826,85336950,86394.64
2017-08-03,BANKNIFTY,9161498,366459920,912327.92
2017-08-03,NIFTY,1212654,90949050,92068.75
2017-08-04,BANKNIFTY,2291904,91676160,227653.16
2017-08-04,NIFTY,1531029,114827175,115815.90
2017-08-07,BANKNIFTY,1479877,59195080,147549.63
2017-08-07,NIFTY,862216,64666200,65323.57
2017-08-08,BANKNIFTY,4282710,171308400,424862.28
2017-08-08,NIFTY,2314846,173613450,174975.23
2017-08-09,BANKNIFTY,4948101,197924040,486321.20
2017-08-09,NIFTY,1811373,135852975,136329.81
2017-08-10,BANKNIFTY,8723766,348950640,849502.77
2017-08-10,NIFTY,2323541,174265575,173603.22
2017-08-11,BANKNIFTY,2206848,88273920,214582.37
2017-08-11,NIFTY,2957725,221829375,218900.26
2017-08-14,BANKNIFTY,1610640,64425600,155710.91
2017-08-14,NIFTY,1651143,123835725,121635.64
2017-08-16,BANKNIFTY,6039955,241598200,585573.56
2017-08-16,NIFTY,2058916,154418700,152546.22
2017-08-17,BANKNIFTY,9154225,366169000,893807.25
2017-08-17,NIFTY,1941782,145633650,144343.92
2017-08-18,BANKNIFTY,1715621,68624840,166600.16
2017-08-18,NIFTY,2402813,180210975,178166.37
2017-08-21,BANKNIFTY,2191419,87656760,212350.56
2017-08-21,NIFTY,2520568,189042600,186766.69
2017-08-22,BANKNIFTY,3278984,131159360,316197.16
2017-08-22,NIFTY,2735423,205156725,202057.84
2017-08-23,BANKNIFTY,4501876,180075040,436482.01
2017-08-23,NIFTY,2306396,172979700,170344.66
2017-08-24,BANKNIFTY,7909311,316372440,770092.97
2017-08-24,NIFTY,1923637,144272775,142498.05
2017-08-24,NIFTYCPSE,8,2000,0.49
2017-08-28,BANKNIFTY,1495046,59801840,145773.57
2017-08-28,NIFTY,2868080,215106000,212862.67
2017-08-29,BANKNIFTY,2230778,89231120,217268.14
2017-08-29,NIFTY,4840643,363048225,358896.87
2017-08-30,BANKNIFTY,2415223,96608920,235053.73
2017-08-30,NIFTY,4482713,336203475,332883.26
2017-08-31,BANKNIFTY,4971322,198852880,483811.91
2017-08-31,NIFTY,6253014,468976050,464267.34
2017-08-31,NIFTYCPSE,6,1500,0.38
2017-09-01,BANKNIFTY,1265931,50637240,123554.00
2017-09-01,NIFTY,1378306,103372950,103371.20
2017-09-04,BANKNIFTY,2062690,82507600,200872.19
2017-09-04,NIFTY,2000461,150034575,149402.12
2017-09-05,BANKNIFTY,2053648,82145920,199976.31
2017-09-05,NIFTY,1408050,105603750,105386.64
2017-09-06,BANKNIFTY,3545348,141813920,345110.03
2017-09-06,NIFTY,1294154,97061550,96722.87
2017-09-07,BANKNIFTY,7078017,283120680,689551.35
2017-09-07,NIFTY,1066627,79997025,79646.63
2017-09-08,BANKNIFTY,1438104,57524160,140398.66
2017-09-08,NIFTY,1322072,99155400,98968.90
2017-09-11,BANKNIFTY,2667076,106683040,262170.30
2017-09-11,NIFTY,1694840,127113000,126886.49
2017-09-12,BANKNIFTY,2604149,104165960,257232.18
2017-09-12,NIFTY,1767720,132579000,133073.94
2017-09-13,BANKNIFTY,4045481,161819240,401697.01
2017-09-13,NIFTY,1862373,139677975,141299.96
2017-09-14,BANKNIFTY,7673826,306953040,764347.83
2017-09-14,NIFTY,1768759,132656925,133919.53
2017-09-15,BANKNIFTY,1377308,55092320,136958.71
2017-09-15,NIFTY,2260625,169546875,171081.19
2017-09-18,BANKNIFTY,1615811,64632440,161266.50
2017-09-18,NIFTY,1973155,147986625,149791.62
2017-09-19,BANKNIFTY,1763451,70538040,176566.10
2017-09-19,NIFTY,1411375,105853125,107449.51
2017-09-20,BANKNIFTY,2293222,91728880,229593.22
2017-09-20,NIFTY,1268167,95112525,96602.42
2017-09-21,BANKNIFTY,8028458,321138320,798609.36
2017-09-21,NIFTY,3120989,234074175,237103.72
2017-09-22,BANKNIFTY,2081681,83267240,205314.15
2017-09-22,NIFTY,4598143,344860725,347160.53
2017-09-25,BANKNIFTY,2255732,90229280,219809.89
2017-09-25,NIFTY,5372950,402971250,401158.44
2017-09-26,BANKNIFTY,2434256,97370240,236590.53
2017-09-26,NIFTY,4660054,349504050,347159.14
2017-09-27,BANKNIFTY,4435795,177431800,428799.55
2017-09-27,NIFTY,7282643,546198225,539791.53
2017-09-28,BANKNIFTY,7279959,291198360,697126.30
2017-09-28,NIFTY,7602660,570199500,557982.67
2017-09-29,BANKNIFTY,1587980,63519200,154032.70
2017-09-29,NIFTY,1635082,122631150,121608.64
2017-10-03,BANKNIFTY,1831068,73242720,177508.07
2017-10-03,NIFTY,1240918,93068850,92246.50
2017-10-04,BANKNIFTY,3684218,147368720,356828.58
2017-10-04,NIFTY,1710947,128321025,127541.44
2017-10-05,BANKNIFTY,7184271,287370840,693991.97
2017-10-05,NIFTY,1284318,96323850,95991.61
2017-10-06,BANKNIFTY,1592607,63704280,154354.79
2017-10-06,NIFTY,1618505,121387875,120950.90
2017-10-09,BANKNIFTY,1824762,72990480,177113.13
2017-10-09,NIFTY,1561877,117140775,117357.72
2017-10-10,BANKNIFTY,1994907,79796280,193943.16
2017-10-10,NIFTY,1268541,95140575,95500.23
2017-10-11,BANKNIFTY,5174536,206981440,502998.15
2017-10-11,NIFTY,2487515,186563625,186950.75
2017-10-12,BANKNIFTY,8962685,358507400,866509.77
2017-10-12,NIFTY,2181803,163635225,164097.86
2017-10-13,BANKNIFTY,2975672,119026880,293163.36
2017-10-13,NIFTY,2851746,213880950,216789.43
2017-10-16,BANKNIFTY,3560908,142436320,352242.50
